"","participant","age","place","item","value","agreement","Sum","Svartid"
"614","21797093","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 1 sekund"
"615","21797447","40-49","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 17 sekund"
"616","21797765","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","38 sekund"
"617","21797770","40-49","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt"
"618","21797778","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 2 sekund"
"619","21797780","50-59","Ulstein","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 13 sekund"
"620","21797789","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","34 sekund"
"621","21797869","40-49","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 4 sekund"
"622","21797870","40-49","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 44 sekund"
"623","21797873","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 18 sekund"
"624","21797883","60-69","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 59 sekund"
"625","21797884","50-59","Vanylven","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 23 sekund"
"626","21797899","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 4 sekund"
"627","21797902","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 3 sekund"
"628","21797903","50-59","Volda/Ålesund","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 20 sekund"
"629","21797905","30-39","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt"
"630","21797948","60-69","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 41 sekund"
"631","21798161",">70","Sula","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 1 sekund"
"632","21798200","30-39","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","52 sekund"
"633","21798201","60-69","Hareid","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","2 minutt 3 sekund"
"634","21798203","60-69","Ørsts","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 23 sekund"
"635","21798209","30-39","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","3 minutt 42 sekund"
"636","21798212","40-49","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 49 sekund"
"637","21798250","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","2 minutt"
"638","21798251","40-49","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","50 sekund"
"639","21798254","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 31 sekund"
"640","21798753","60-69","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","2 minutt 20 sekund"
"641","21799060","40-49","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","53 sekund"
"642","21799065","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 25 sekund"
"643","21799068","60-69","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 13 sekund"
"644","21799069","30-39","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","51 sekund"
"645","21799070","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 33 sekund"
"646","21799080","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 11 sekund"
"647","21799083","60-69","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 16 sekund"
"648","21799087","40-49","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","54 sekund"
"649","21799088","40-49","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","55 sekund"
"650","21799090","40-49","Ørsts","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 34 sekund"
"651","21799098","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 44 sekund"
"652","21799621","60-69","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 23 sekund"
"653","21799633","40-49","Herøy","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 11 sekund"
"654","21799636","40-49","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","2 minutt 28 sekund"
"655","21799642","60-69","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","2 minutt 43 sekund"
"656","21799657","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 23 sekund"
"657","21799684","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 6 sekund"
"658","21800055","30-39","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 5 sekund"
"659","21800065","40-49","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","5 timar 44 minutt 2 sekund"
"660","21800070","30-39","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","3 minutt 14 sekund"
"661","21800075","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 36 sekund"
"662","21800103","50-59","Herøy","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 3 sekund"
"663","21800119","50-59","volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","2 minutt 59 sekund"
"664","21800121","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 5 sekund"
"665","21800183","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 24 sekund"
"666","21800187",">70","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 34 sekund"
"667","21800230","40-49","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","57 sekund"
"668","21800243","40-49","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 14 sekund"
"669","21800245","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 5 sekund"
"670","21800251","50-59","Herøy","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 14 sekund"
"671","21800254","60-69","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 25 sekund"
"672","21800258",">70","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 1 sekund"
"673","21800316","40-49","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","58 sekund"
"674","21800337","50-59","Vanylven","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 26 sekund"
"675","21800349","60-69","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","2 minutt 7 sekund"
"676","21800383","60-69","Ålesund","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 40 sekund"
"677","21794624","30-39","Fjord","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 48 sekund"
"678","21794643","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","2 minutt 14 sekund"
"679","21794690","40-49","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 2 sekund"
"680","21794763","20-29","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","52 sekund"
"681","21794767","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 4 sekund"
"682","21794785","30-39","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 6 sekund"
"683","21794818","30-39","Sula","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","45 sekund"
"684","21794822","20-29","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 4 sekund"
"685","21794836","30-39","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 36 sekund"
"686","21794858","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 1 sekund"
"687","21794947","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 8 sekund"
"688","21794954","40-49","Sykkylven","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 14 sekund"
"689","21794967","30-39","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 12 sekund"
"690","21794976","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 48 sekund"
"691","21794979","30-39","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","2 minutt 3 sekund"
"692","21794985","40-49","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 5 sekund"
"693","21794987","40-49","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 53 sekund"
"694","21794996","20-29","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 18 sekund"
"695","21795014","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 10 sekund"
"696","21795069","40-49","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","50 sekund"
"697","21795144","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","4 minutt 1 sekund"
"698","21795169","30-39","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 13 sekund"
"699","21795197","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","53 sekund"
"700","21795200","30-39","Giske","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 25 sekund"
"701","21795408","50-59","Ålesund","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 16 sekund"
"702","21795479","40-49","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 29 sekund"
"703","21795513","30-39","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 18 sekund"
"704","21795524","30-39","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","41 sekund"
"705","21795541","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 29 sekund"
"706","21795552","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 41 sekund"
"707","21795560","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","3 minutt 34 sekund"
"708","21795564","50-59","Stranda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 35 sekund"
"709","21795566","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","2 minutt 2 sekund"
"710","21795853","40-49","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","51 sekund"
"711","21795968","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","4 minutt 28 sekund"
"712","21796000","50-59","Voldinje","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 21 sekund"
"713","21796001","30-39","Fjord","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","54 sekund"
"714","21796034","40-49","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 18 sekund"
"715","21796046","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 16 sekund"
"716","21796058","40-49","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 53 sekund"
"717","21796066","60-69","Ålesund","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 4 sekund"
"718","21796091","40-49","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","3 minutt 56 sekund"
"719","21796194","30-39","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","45 sekund"
"720","21796195","40-49","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","55 sekund"
"721","21796244","60-69","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","4 minutt 19 sekund"
"722","21796445","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 38 sekund"
"723","21797475","30-39","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","58 sekund"
"724","21797736","30-39","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","3 minutt 21 sekund"
"725","21797778","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 2 sekund"
"726","21797780","50-59","Ulstein","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 13 sekund"
"727","21797850","<20","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","28 sekund"
"728","21797870","40-49","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 44 sekund"
"729","21797881","50-59","Herøy","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 49 sekund"
"730","21797884","50-59","Vanylven","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 23 sekund"
"731","21797900","30-39","Ålesund","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 31 sekund"
"732","21797910","40-49","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 26 sekund"
"733","21798200","30-39","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","52 sekund"
"734","21798209","30-39","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","3 minutt 42 sekund"
"735","21798212","40-49","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 49 sekund"
"736","21798255","40-49","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 15 sekund"
"737","21799073","40-49","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","2 minutt 19 sekund"
"738","21799221","60-69","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 21 sekund"
"739","21799646","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 48 sekund"
"740","21800055","30-39","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 5 sekund"
"741","21800075","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 36 sekund"
"742","21800208","20-29","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 2 sekund"
"743","21800383","60-69","Ålesund","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 40 sekund"
"744","21800397","40-49","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygd",0,"0","1 minutt 9 sekund"
"745","21794093","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","2 minutt 6 sekund"
"746","21794628","40-49","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","44 sekund"
"747","21794667","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","58 sekund"
"748","21794670","60-69","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","59 sekund"
"749","21794673","60-69","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 8 sekund"
"750","21794675","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 5 sekund"
"751","21794680","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 33 sekund"
"752","21794681","60-69","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","3 minutt 56 sekund"
"753","21794683","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","49 sekund"
"754","21794685","60-69","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","2 minutt 16 sekund"
"755","21794696","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 36 sekund"
"756","21794699","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","2 minutt 2 sekund"
"757","21794761","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","47 sekund"
"758","21794764","40-49","Ulstein","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 1 sekund"
"759","21794772","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 26 sekund"
"760","21794780","30-39","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","47 sekund"
"761","21794798","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 13 sekund"
"762","21794801","30-39","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","46 sekund"
"763","21794831","50-59","Ørsta (utflytta i over 35 år)","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 32 sekund"
"764","21794832","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 29 sekund"
"765","21794833","50-59","Ulstein","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","3 minutt 16 sekund"
"766","21794834","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 29 sekund"
"767","21794857","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 1 sekund"
"768","21794859","30-39","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 18 sekund"
"769","21794945","50-59","Vanylven","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 5 sekund"
"770","21794946","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 18 sekund"
"771","21794952","30-39","Vanylven","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","51 sekund"
"772","21794968","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 42 sekund"
"773","21794973","40-49","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","49 sekund"
"774","21794974","40-49","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","20 sekund"
"775","21794984","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","56 sekund"
"776","21794993","40-49","Ulstein Kommune","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 18 sekund"
"777","21794995","40-49","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 35 sekund"
"778","21794998","30-39","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","37 sekund"
"779","21795000","40-49","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 10 sekund"
"780","21795004","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","2 minutt 21 sekund"
"781","21795022","30-39","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 2 sekund"
"782","21795036","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 21 sekund"
"783","21795037","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 33 sekund"
"784","21795052","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","3 minutt 13 sekund"
"785","21795054","40-49","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","41 sekund"
"786","21795056","30-39","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","2 minutt 13 sekund"
"787","21795058",">70","Herøy","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","3 minutt 15 sekund"
"788","21795066","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 47 sekund"
"789","21795070","60-69","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 11 sekund"
"790","21795080","30-39","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 8 sekund"
"791","21795131","40-49","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","46 sekund"
"792","21795134","40-49","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","51 sekund"
"793","21795141","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","47 sekund"
"794","21795145","40-49","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 15 sekund"
"795","21795165","30-39","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","2 minutt 6 sekund"
"796","21795170","60-69","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","35 sekund"
"797","21795187","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 26 sekund"
"798","21795199","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","44 sekund"
"799","21795208","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","43 sekund"
"800","21795210","50-59","Vanylven","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 55 sekund"
"801","21795248",">70","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 12 sekund"
"802","21795338","50-59","ØRSTA","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 22 sekund"
"803","21795351","40-49","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 43 sekund"
"804","21795360","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","2 minutt 9 sekund"
"805","21795372","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 5 sekund"
